idx,success,timestep,world_x_mean,world_x_std,world_y_mean,world_y_std,world_z_mean,world_z_std,rot_x_mean,rot_x_std,rot_y_mean,rot_y_std,rot_z_mean,rot_z_std,open_gripper_mean,open_gripper_std
12,0,12,-0.017941457291012878,0.014183317723771497,0.010991119046000565,0.008729519475697176,-0.06405644077885275,0.030355732129001455,0.0228529262741689,0.017865786561874063,0.060418041067380475,0.038124068149986284,-0.03370694911915989,0.04877543397817989,0.4390688339291581,0.3405899190607735
13,0,13,-0.016721960069725438,0.015353626180080801,0.01149110723274079,0.008769718507505605,-0.06819836058637134,0.029361004150931787,0.025561858820764234,0.01878451466614674,0.058119014271607296,0.03497057607335755,-0.03968872477814357,0.04771359527545991,0.3871530644391064,0.3511146970875268
14,0,14,-0.014618578019131249,0.01561118421111238,0.011126138518593506,0.008503601022634626,-0.0634139547195677,0.02635833526277088,0.021419005275485247,0.01692543987524098,0.05491130664497067,0.0372078788016441,-0.03781245766184701,0.04544988248410352,0.4095094781559207,0.3811070221455424
15,0,15,-0.011476033584988204,0.016167127454086945,0.008944526627844122,0.00866188404877621,-0.06161773546480673,0.023594925751634546,0.015442619183961528,0.017646907992773565,0.04888190287103608,0.034834857065284164,-0.032732212411117484,0.046008553010784624,0.3624428098880369,0.3609911607192673
16,0,16,-0.006955539180480904,0.018136185336715474,0.010097885606082853,0.009585182462192608,-0.06255359588628352,0.0240519887314342,0.015349741255490561,0.017661633071472085,0.04561348859876902,0.03730436452100155,-0.03475610537858743,0.04836591030136063,0.3173645031939981,0.36258325910204786
17,0,17,-0.0035953700799004626,0.019292274613914147,0.009217906378639092,0.010362461017041675,-0.060559867997891904,0.02405424052686358,0.008867500166331107,0.019332747849322658,0.0438244099832214,0.03722442750669984,-0.032226650959113284,0.04749594733251867,0.28943002938944795,0.3361164351933389
18,0,18,0.0024148395052841147,0.019369835017572484,0.00923466712848026,0.010219999325930297,-0.05733193077057931,0.023517616587785794,0.011214768443905721,0.020070882447088136,0.028083727896464,0.035635422086378155,-0.03592476358583691,0.04576706372640692,0.24046312094527872,0.31476586097799875
19,0,19,0.007697248027953636,0.02120732294733372,0.008120929114220693,0.011822829571525448,-0.05007585071390636,0.02460723626173301,0.010920993352245369,0.02177106190398488,0.015751308061113706,0.042428155010149265,-0.03909877714209208,0.04337293161909058,0.23794465940940546,0.3187673204259093
20,0,20,0.010048712168403048,0.021914755366613536,0.007136939377616562,0.011952104002729915,-0.048606175107944925,0.023583620509739736,0.011303807707524604,0.02414537823937657,0.005497391509667399,0.04478285945008208,-0.04261994612861765,0.04796296250875005,0.22412308176754037,0.31243658771438376
21,0,21,0.013648503217987265,0.02075587780991169,0.0059789429307001585,0.010203581557242955,-0.04618329753216433,0.022177354935504535,0.004442720263314462,0.02470531537467017,0.00041633579112716366,0.039339610727680996,-0.05162655680968645,0.054691070342993316,0.2171689959948544,0.3100043269255728
22,0,22,0.014586380372158161,0.018434021615277876,0.004361178592653507,0.008814222635493533,-0.043967062336380355,0.019459503475476647,0.004694156934521303,0.023348331129113414,-0.005039738063677567,0.03123355059219938,-0.048221819775867376,0.05027526127537404,0.23569426768910037,0.3074740917156189
23,0,23,0.01602716992730028,0.019261074197648786,0.004871888712359853,0.008201112743335456,-0.04328355331467747,0.018415632382988576,0.0016574454705132113,0.023536271030603337,-0.0015253725020033236,0.03646877042869934,-0.050876470237798815,0.05362522451821993,0.22470869082649852,0.3173744698182428
24,0,24,0.017021682447155014,0.018082807814523292,0.005384254444996424,0.008076249538970327,-0.04018426604964065,0.01562231064545715,0.0006142086393877188,0.02272504639477282,-0.006830306415861494,0.03368375390747942,-0.04280681405982801,0.04761936232801439,0.23059418689935418,0.3189848010234137
25,0,25,0.015838322751047653,0.020669697852565113,0.0042791500878758435,0.006520103521555148,-0.040935514094105174,0.016805676266996597,-0.0026876758051697504,0.019239311939864067,0.0012895962434942537,0.03825967091254386,-0.0420559126755986,0.04244744851816748,0.2398781300933479,0.30354197471629324
26,0,26,0.02024607186138217,0.0213733448798156,0.003262169571270616,0.006512487653506556,-0.03391916384409838,0.017074349775738157,0.0016420701322865418,0.01732191520708355,-0.012349398754970134,0.04106362290627261,-0.04216563891807516,0.04059081414747832,0.22541008982706262,0.30854615123156065
27,0,27,0.02077357199935553,0.021350322561879905,0.0029025114006600975,0.006365573878360594,-0.030471320843745632,0.017058809765479223,0.008181976776563026,0.018877884370906848,-0.015244460102985613,0.04441960815550956,-0.039255812037694834,0.03718215272394478,0.25111802712266346,0.3141317804788451
28,0,28,0.023135250650269553,0.02232445341794907,0.004497754292030798,0.006929380426764541,-0.027252707999617664,0.016538668180456222,0.0072064503546888856,0.01615837730950428,-0.02011490724671713,0.04279743888565638,-0.03720050269651465,0.036162318668103516,0.24284413888602863,0.29420499211777273
29,0,29,0.023585559334764684,0.019557606582706024,0.002442525387851867,0.006511507036326705,-0.023913530624986655,0.015921120930844437,0.005948727134311797,0.016601482819249485,-0.025306031951984165,0.039871231514821096,-0.04142774106305462,0.03707467700580659,0.21513278688848186,0.29021217266007443
30,0,30,0.019489302211335265,0.017488878200649975,0.00310114998504904,0.005977987866488157,-0.027968879447470306,0.016993721724156304,0.005314596220956777,0.018166195137753745,-0.016780222011390532,0.0370614126020282,-0.03135062651729117,0.038531451938348296,0.22129744276486102,0.27320112947820074
31,0,31,0.019575424391792197,0.01568451024471112,0.003497901829241803,0.0070787340204016185,-0.026994574038006692,0.017802982544074714,0.0016784184406313932,0.017591617202706168,-0.0152062881905074,0.03787611063516597,-0.030559228889283214,0.039250164093385415,0.2176709830074761,0.2862262442328141
32,0,32,0.02223636396459011,0.015540335173430344,0.0024542964924043962,0.006656621704414057,-0.02221290787681055,0.017148631527163616,0.00847383019313301,0.018737957569308534,-0.026114973035745965,0.03871140184437388,-0.0393028941913111,0.039330701388703974,0.20353658839753977,0.28011634870213875
33,0,33,0.022675489830413204,0.020392408737589407,0.001819913165192261,0.0065649821790804835,-0.020002495290201764,0.015337538719955808,0.006979671329626758,0.019143608125686287,-0.019994997187300627,0.041664044137422626,-0.03968551276927125,0.03640009706338472,0.23467545098401926,0.27968392913614865
34,0,34,0.021152982680545062,0.0197848953260736,0.0032312722226109174,0.006907384411667483,-0.018596560758570295,0.01658417207564737,0.009350404165452346,0.01988180404763516,-0.018874918448894856,0.041150510963746695,-0.02932618836794945,0.03606595526900703,0.25010098440155226,0.27956951963059806
35,0,35,0.0219573147744152,0.02038315668864477,0.0019462622009759247,0.00766371305448925,-0.01695962405782087,0.01951144589571691,0.010340573911371668,0.024601192817310713,-0.02542435549549268,0.03884140999435502,-0.03155638989959643,0.03674336472420418,0.2559608145988718,0.265788523137973
36,0,36,0.02073862443587683,0.01720325757632189,0.0034444995125081867,0.006625836813442299,-0.016503481418855673,0.013476916817310981,0.010994958358562805,0.01914486111247608,-0.025289188168160653,0.03309779499093006,-0.025744872328913596,0.03390151313152866,0.29991832869460655,0.28124103210722584
37,0,37,0.019378018905139693,0.017944230896408342,0.0018994996977077486,0.007289579021055811,-0.015476690717826414,0.013584158778774962,0.009842668628694037,0.015937362151624144,-0.021831296482546763,0.03627119268110731,-0.029311332476584292,0.04031356974997227,0.3132457526674261,0.28522275728790725
38,0,38,0.020084227459993793,0.01868609257577249,0.002396873695957545,0.007863437570639334,-0.01694647643505243,0.01553689723544876,0.01259791624901647,0.019816024129475716,-0.023877976010738745,0.04040627764590786,-0.03249224698391613,0.04092532753167182,0.288214796486296,0.272628212270459
39,0,39,0.019397367985264723,0.02165356778455784,0.0012743676619720646,0.0078017695204515335,-0.01444496623996229,0.015590112050383277,0.013780870928118626,0.023876858019556135,-0.02499419467214135,0.039170603951339984,-0.03073941467803403,0.042972780707040824,0.3028117708090853,0.28224030595354754
40,0,40,0.01959895012252453,0.023907932112118255,0.002094960800574027,0.008095653194860587,-0.013777210704380802,0.01396480721353984,0.01467169195794585,0.024575322981005763,-0.021373677132598294,0.03609584567852291,-0.027614904079449238,0.03849934713079222,0.3378945552454546,0.3020435293816955
41,0,41,0.019338399967704336,0.023485536769698747,0.0020528932529013024,0.007414682581102845,-0.013171599528648199,0.013716877446271834,0.013304598208968385,0.02137891250435291,-0.024375764559980865,0.03296272677091384,-0.029822720472782362,0.035944837798110967,0.3693847651687381,0.30425197691643935
42,0,42,0.023261234423883833,0.026050941406324538,0.0011661763694251987,0.008105144849200207,-0.011820437856103209,0.011989155649653766,0.015499000991906292,0.021263615481033265,-0.022951937181836305,0.03353492241092057,-0.02839366371996992,0.04137005819903446,0.35574223265249305,0.2939661980989472
43,0,43,0.02733078297086071,0.024684038549195077,0.0012653849242082232,0.008585489750318157,-0.01027639343092839,0.011669650398195116,0.013420200084801763,0.020393022898250707,-0.029319174466958926,0.03153879395676151,-0.03198220123838617,0.04051246467951131,0.3488294149471697,0.2891873870352507
44,0,44,0.025697267539049568,0.02307400968943912,0.002076756569206764,0.008583156411865443,-0.01003225374160772,0.011531881279509945,0.015964352335978413,0.019379511874819736,-0.02659443704609382,0.02951951753135558,-0.025278000132703628,0.03967733448980464,0.3673028298353871,0.2997667660966036
45,0,45,0.022088962521771796,0.021100840109161925,0.0014552091087248163,0.009288524004261401,-0.007820003039810355,0.011199988192948073,0.022905585673270803,0.022399130852289773,-0.027109799957424085,0.030584731505959986,-0.02537000421406805,0.036658103593731124,0.37902982074429314,0.2944505028106232
46,0,46,0.01970055524889066,0.01729160550194551,0.0003032443889330324,0.009137650658946006,-0.007784315549766743,0.012837462465387453,0.016017687606738145,0.02556871705014186,-0.02737794719854278,0.032304435860188295,-0.026994082493617472,0.04082791982249631,0.3737412836003556,0.29742624123146055
47,0,47,0.01766744869247442,0.01747744168231648,0.0022842318828836805,0.009008414370375974,-0.008694727019147567,0.012878952278102289,0.01641893155213135,0.022326814569484748,-0.02158609858085225,0.03389059178822708,-0.02716251837263013,0.04027938800383144,0.4178843419273173,0.31540806824270173
48,0,48,0.01561621770332832,0.017722238360487405,-0.0014296802425815258,0.007725973306542961,-0.010134781188036977,0.013712702990768263,0.014871090219645394,0.023822852863750115,-0.018095908261073584,0.036906572808633006,-0.033845257439257474,0.04470770940757504,0.4323696583726399,0.31198150509500383
49,0,49,0.015806750241961598,0.017710400171569482,0.0015076338564959412,0.007704761705355703,-0.01232300818936589,0.024136405137632676,0.019045090245287586,0.025365165892486108,-0.01742124093334,0.0369152152707443,-0.02400935837439013,0.04581204689571439,0.42586010532188234,0.31718721626195256
50,0,50,0.010053046043149978,0.022910851558506282,0.0014324353773245643,0.008447586349369072,-0.010336414104615069,0.026663735224994663,0.022310776793270964,0.02418378164554648,-0.014810956380899756,0.03999784923474792,-0.02424230517679241,0.051890433421233145,0.3923134086246425,0.3035135868047367
51,0,51,0.009374125862157212,0.024861087437198573,0.0009414226075398002,0.009083232233043559,-0.00877730429400055,0.026664373533833267,0.017755916923157533,0.025165485196624676,-0.014515900180554264,0.0433236487944082,-0.01992026136914953,0.048417293246516016,0.4397163484362695,0.32619682722974014
52,0,52,0.009502764300965338,0.024723628066842654,0.0009337799543087991,0.010455735366661112,-0.01144421285594228,0.031447261850241576,0.014405474019286251,0.023355641433533025,-0.01251824347738875,0.046196070545653924,-0.029304604249318248,0.05064072321984021,0.4782233198502866,0.3190118732247605
53,0,53,0.012882354009674269,0.022508584339488054,0.003541152733148809,0.009090291879225746,-0.016148327485337205,0.02758345879993667,0.019922305115773763,0.025418008175159424,-0.007022382838172648,0.0518232166098846,-0.025071404603862573,0.044671310599755196,0.4225691805079231,0.2978240479152827
54,0,54,0.01260700091995232,0.022713715251643164,0.002827311383329233,0.008716974732428717,-0.01403826118319888,0.025853747112218772,0.014528361149343917,0.02365531497626274,-0.009447908439791663,0.053017247207232276,-0.03301252688467767,0.05083972901882256,0.40887092552575477,0.2847542370812084
55,0,55,0.01590631899278378,0.02089398817597522,0.0032491815952578854,0.00903702865553358,-0.015914958897822847,0.02575964837781709,0.01567327998892517,0.023670194418888048,-0.010019125515073855,0.0511190613800195,-0.04222249656084056,0.0485302039732126,0.4353883909228012,0.27771854506147536
56,0,56,0.01661021485103199,0.020019044628663246,0.0016243924835571582,0.008447293250489516,-0.013746662181863828,0.021354107972173998,0.011428652449306383,0.02229357358576834,-0.015534934354531509,0.044480027788700735,-0.03894973642454826,0.04284409981894532,0.41472152250711114,0.2834423003328861
57,0,57,0.017026596133201205,0.020405925084481556,0.0024915268367233998,0.009121279079777368,-0.00979697242990369,0.01917483916800633,0.016752289547655504,0.024506588493381096,-0.015826666268893116,0.04287734722859202,-0.038145623493806353,0.04662569806993033,0.4365761317734414,0.2806891027162158
58,0,58,0.014439280660488734,0.021400480088600037,0.0014717408447309439,0.009428830227620151,-0.008334145322486152,0.0200739306808329,0.015176572938640179,0.03072964302549472,-0.01463054927019667,0.04135228130899571,-0.03662298048484114,0.05250490815709296,0.42872033833266043,0.26650349361647396
59,0,59,0.007986927749139299,0.02291242009644793,0.0022426647988984106,0.010078488797047596,-0.00716508393751803,0.019696098559978354,0.012467026304608832,0.03211109426584871,-0.011835608675830757,0.03777762807630345,-0.02488347045130385,0.05750480815772882,0.452357375437577,0.2824261092760901
60,0,60,0.012448916356260076,0.024136932405146933,0.0007497744068281132,0.011099802867309272,-0.007193680784539813,0.0180844677527595,0.013389223696360591,0.03310491088762404,-0.01353194845207547,0.038566147279689614,-0.0400233352813914,0.058575562935814514,0.45454925953905634,0.28489091975762476
61,0,61,0.01197518635493135,0.024234400795366977,0.00023245538564162528,0.01161351466557846,-0.006925758679316266,0.017449957159969918,0.02049018230232777,0.029475375866093636,-0.010917077125460228,0.03297189520919909,-0.036728437025917215,0.048817385551866044,0.464810007632677,0.3025435567457089
62,0,62,0.0155472444445177,0.02451277832763545,0.0015962646931681472,0.011801565858150207,-0.00790199181082602,0.017058926080401084,0.015420733631701405,0.028415446565455228,-0.01779066570805188,0.03509810080712505,-0.03464969596936939,0.04179768494883434,0.463513715597717,0.2877597654030933
63,0,63,0.016198931742176435,0.023526369974172557,0.0013846338074125178,0.011986762916305693,-0.008462678400048223,0.018417658337112234,0.010186454169734408,0.02890356338181781,-0.017747014735928546,0.03593402257988129,-0.03633643344552569,0.04080969324882242,0.46441594356575583,0.29910431956601014
64,0,64,0.0137004059879903,0.021793829801898625,0.001746779933940464,0.0115520197428105,-0.007149163902645479,0.018277609084040764,0.013312902366530826,0.027357539217017373,-0.0203126852609928,0.03237461843012125,-0.0293359172845411,0.035412727593348375,0.44815249400075535,0.295240241454331
65,0,65,0.015757586196312772,0.02180853212604791,0.0022160576076368506,0.011665186780698425,-0.008981550095989157,0.017253416592209747,0.012216617686102505,0.027006995215600536,-0.012108992846783207,0.03338135064769,-0.03526927072325028,0.039635311403211915,0.49427579088185675,0.30144053953270084
66,0,66,0.015036637455526611,0.023336555455113858,0.0006477488205013232,0.010439635024843595,-0.008668568936047836,0.01723524083846769,0.012347765207840977,0.026594819807464188,-0.017909045304320786,0.034100285316295616,-0.034304658982637196,0.04130816374838012,0.5104531302292853,0.2881004830322368
67,0,67,0.015114669843936676,0.020462572867839094,0.0020332198745304734,0.010727099263991012,-0.005975656792429756,0.015416847933050357,0.01025189653060145,0.023502749313144725,-0.018217023495455963,0.02908982307669225,-0.033230795958614626,0.03767432789697988,0.49487308586280637,0.2956552644668617
68,0,68,0.015424963976675468,0.02013085390710638,0.001654433474076072,0.010646868817789285,-0.005563237293514028,0.014621524475527156,0.011271231616741385,0.022050273299477455,-0.02100225096144255,0.027523368700404508,-0.029682699499896964,0.031706076777589236,0.540921663746525,0.27571818823344885
69,0,69,0.011536954554445181,0.019690495503630556,0.002438120842632612,0.010574713401062905,-0.008076991994766462,0.015165260687564214,0.010739732165397569,0.02322446588931218,-0.012708901260030513,0.02734849552354468,-0.026503548494727677,0.03569864955661203,0.5388604322147903,0.27701856562075844
70,0,70,0.01262534572198285,0.018435160731922324,0.0005918601628174215,0.012582053448800434,-0.006028010320001296,0.015645429193282344,0.008711634882739887,0.02107010374678676,-0.02126737564343123,0.025184447757018003,-0.02905665011984445,0.03578858524626479,0.5436555177091131,0.28126772848767173
71,0,71,0.014105189229210903,0.019343975222883426,0.00017630492634700863,0.014100777815030297,-0.007463518530095108,0.014189601934343397,0.0048973695449813295,0.02545932113431695,-0.01659763311120156,0.028173208143755072,-0.02909577622707123,0.04813852056564024,0.5161717519755742,0.2767105656306432
72,0,72,0.014275853096509254,0.020890914353247473,-0.0006043297868525383,0.013081576016612141,-0.008180898021832531,0.015442173021239415,0.006350247094083126,0.025620676927816888,-0.018637763899318857,0.029695154584376104,-0.03370328578436481,0.04841091788562838,0.5270126159562197,0.2779631638558623
73,0,73,0.013796941176860304,0.022260240824273476,0.0014764871117597177,0.013691974269960022,-0.006526054241200626,0.016608319103805468,0.007900488693196553,0.02239853684477954,-0.019100161738041965,0.03220145650646637,-0.023020290187338987,0.03480413345883987,0.47955680877016954,0.28731623158882785
74,0,74,0.012973346952397454,0.021215075416810343,-0.0012549422633574895,0.012395252583413676,-0.004667905150466444,0.015175029694587049,0.004081982597320651,0.02018621546015444,-0.018633034580826376,0.029653079168437343,-0.01867419677672539,0.03363131864930833,0.49219610947702014,0.2955473381079898
75,0,75,0.010465007144419801,0.02154431759301017,-0.0017815158878599477,0.012950239416794816,-0.0036808185013289785,0.015048641003479133,0.008026075492768238,0.019960262402257945,-0.015454573612964437,0.034836188798258526,-0.015488231501984763,0.03600756256186787,0.4875527170843449,0.2961787027707912
76,0,76,0.008448218577382663,0.022835956954598082,-0.001325217068466979,0.01283266910139218,-0.003071046571792315,0.017574806072921906,0.00528207985370307,0.01813113679790558,-0.017900580554432412,0.03458297535918512,-0.012722652872235455,0.03841194198446808,0.5230936239155364,0.29260120453956623
77,0,77,0.007580589097342453,0.02467544619853346,-0.00032573861763618574,0.013261351589311023,-0.0032537291754234695,0.01745125730371296,0.0066379711063310615,0.018677539933993414,-0.018764993401643802,0.035039040666508474,-0.010381984747906024,0.03998821020926788,0.5176856420748462,0.2908399422619302
78,0,78,0.008716869734688028,0.027655773706573152,-0.002397166183196312,0.018809197119095105,-0.0038371406870128613,0.017832945912156208,0.007024599783066096,0.01820164838093258,-0.013831324094838539,0.035945512205435466,-0.027552398472220047,0.03716491648695133,0.5140325414990388,0.30898783182345124
79,0,79,0.007412043176714868,0.028120424371561013,-0.001242072625252397,0.019207344882346166,-0.006373982136305351,0.015171613194091662,0.004239846260258646,0.01873384556303823,-0.010865922617487025,0.041811192069743035,-0.021029651876594443,0.03495865348276124,0.5388270803334259,0.3028801720759397
80,0,80,0.007834003563651949,0.030401141331217324,-0.004379235079902697,0.02339273233882298,-0.002719152896042391,0.014906204381921516,0.0039209100111585226,0.020588494730242594,-0.012086662464933012,0.04567297723988834,-0.0369202942374845,0.05286283688979105,0.5401506517319116,0.30120584853295834
81,0,81,0.011952526663512937,0.024776007778444048,-0.0039001116618976196,0.024460414292833736,-0.004739921193439372,0.014801343696701824,0.00527783052149144,0.021582627503882942,-0.014387617068255856,0.0403031982464636,-0.032081560051266764,0.067326518998193,0.5572186683481729,0.29385590181313664
82,0,82,0.010381202906476877,0.022415933767793807,-0.0016627229692610193,0.02031253337892802,-0.006511217091033221,0.014529443825965764,0.003964373105149152,0.021780009400673213,-0.012820970772515988,0.044747462175461404,-0.027578787034399282,0.048183020649847676,0.47896168284440943,0.2751363311052097
83,0,83,0.014158501960438585,0.01922226697940356,0.0031982337037113734,0.012354040269968858,-0.009375771765022144,0.016093000003528802,0.0050481145927033415,0.019580686734389393,-0.017782945620243535,0.029811554017939116,-0.022969014917173562,0.029980980184934093,0.4856498394467424,0.2995528495024663
84,0,84,0.015993415009575213,0.019977887540810004,0.0032209537208396023,0.012974419119792408,-0.0060384503024926576,0.014667652882311874,0.0003803279106928543,0.01901122313266017,-0.026154575126336458,0.029926609673102143,-0.02737823606207023,0.029872908883890166,0.5009580914807036,0.3196180154106073
85,0,85,0.015327397989722985,0.019470014446517737,0.001613132534755895,0.012010530668897942,-0.007581961038628255,0.01460938112482224,-0.0015980953347488223,0.02336986656532357,-0.022038078350178143,0.03521618314143622,-0.025293406420210388,0.028545869126718526,0.5027553867108301,0.31094480713729983
86,0,86,0.015690405601917794,0.018639976734569717,0.0007183890055625163,0.013068399344056215,-0.0072623305339419115,0.01307985990299292,0.002019896841516267,0.023912985464983844,-0.021401000338104714,0.03130629197387991,-0.028533020385163005,0.03146115226204821,0.4753321173300679,0.30720214241557925
87,0,87,0.013113595374571477,0.02039646842434335,0.0012602688046260456,0.013465138732689487,-0.00721601598966641,0.01189187040087675,-0.0018654780014008849,0.023916498154175715,-0.016874298775580953,0.0348323393359828,-0.029551788684220807,0.037482371120710525,0.473601130512058,0.30826069771845405
88,0,88,0.012039744161377187,0.021214313825885966,0.00043694583259903914,0.01383424520227718,-0.0047372310825140275,0.012852608687645947,0.0007809724679541294,0.02099776571768245,-0.023602507887200884,0.03258257062511536,-0.02959960524060741,0.04678069593100019,0.5104513649095883,0.2978525400867493
89,0,89,0.00925363610675435,0.020491882797846177,-0.0016072254025273265,0.014076733217672865,-0.005377816178361448,0.012484271773818325,0.0022109768264856416,0.02168372908923436,-0.011114896688523005,0.03360193043986075,-0.034801718284454566,0.053463544768218865,0.548529581164061,0.3012515215396846
90,0,90,0.009519222981581345,0.02057456890168958,-0.0005510109664200255,0.014261683600326083,-0.005890308795620292,0.013282117933806833,0.0009832945879139571,0.024169396623910808,-0.014160240578802944,0.03482352410213931,-0.029149557939406694,0.05018276966400707,0.554705858344558,0.28965476389631595
91,0,91,0.01123255462197421,0.021191229666932022,-0.004760359270550191,0.016010688270319564,-0.003245016342314722,0.013509362276298594,-0.0012242762603317248,0.027890002239693876,-0.016383716237306185,0.033772631002442335,-0.03701962928416337,0.04826242167281031,0.5320906912058626,0.2855051370462633
92,0,92,0.009761271505245311,0.02129987381510565,-0.003834321471081101,0.018278023299679775,-0.0060499492659282905,0.01452018137477117,-0.003890003467324387,0.026162298412827727,-0.013150311213870407,0.03260861484466502,-0.0341549647962992,0.04819141453836842,0.5443193118127081,0.28297759958630614
93,0,93,0.013679634520275145,0.020302515570249022,-0.0014585829527200213,0.01406978970836788,-0.006498757725472167,0.013297802445243952,0.0003254663941069421,0.024677566849519366,-0.019643474887253074,0.03308187330433929,-0.03782619836242454,0.04183958753873834,0.517896676456034,0.28770930376677784
94,0,94,0.013231417369604584,0.019952043572108072,-0.0004272327084574059,0.013630555893758022,-0.008233276996479341,0.014166193270115618,6.342476385532691e-05,0.026588976675896485,-0.016133233834345558,0.035052378293566264,-0.03044314875136203,0.045033085085365465,0.519250970985845,0.29623512731928053
95,0,95,0.011063279222298387,0.019621016741586526,-0.0017362475577807125,0.014375144809266473,-0.006464725452665748,0.01369344947831135,0.001221483583547965,0.02642637135281548,-0.014481402368771589,0.033881000267259515,-0.039637307837612865,0.05165142698308679,0.5248088468881615,0.31044582288882366
96,0,96,0.008928062100101008,0.019410145763669732,-0.0024317255749668797,0.015358858090139703,-0.007971516543581277,0.014158608813313031,-0.00016235389873724094,0.025027113333485385,-0.008292890217567081,0.036993350692926835,-0.03458806443733038,0.050152454482736405,0.5051237248143631,0.2966723234078567
97,0,97,0.011019712778467113,0.019354270946727748,-0.00269538861744381,0.01623065660403729,-0.007254053410089743,0.014957831243668038,-0.00044745060587019636,0.025893018463617183,-0.015809568128831664,0.03796879824642711,-0.03535518994173496,0.04924059495437425,0.5456352122211102,0.2818487254823345
98,0,98,0.010267869955621957,0.019645683690154753,-0.0034740395492487797,0.01701392730840806,-0.009561452252568086,0.014408149870745969,-0.0063555090412299965,0.026986946354015443,-0.011114383999912675,0.03680951017163247,-0.04189640778013034,0.05219592357698143,0.5448659812800877,0.2928169289867178
99,0,99,0.009767056275926405,0.020749447498003285,-0.002862729375364407,0.01609046338690266,-0.00934987812741328,0.015497836653696955,-0.00378046138356722,0.0260261514599573,-0.008886882000475783,0.04396021117660565,-0.04355755411887995,0.05223273981416112,0.49215012076938125,0.27758534801877327
100,0,100,0.008833266266658691,0.021808476029391632,-0.0027950334571086744,0.016830937512258417,-0.012323625932048977,0.0163766766779852,-0.0036908242657822977,0.025856863904776876,-0.0015192984450726672,0.04579908924130801,-0.04993237111213933,0.056019447492626585,0.4660077407119426,0.270526607813349
